,Flow_IAT_Std_label,Bwd_Packet_Length_Min,Subflow_Fwd_Bytes,Total_Length_of_Fwd_Packets,Fwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Duration,Flow_IAT_Std,Init_Win_bytes_forward,Bwd_Packets/s,PSH_Flag_Count,Average_Packet_Size
96,78209.125,0.0,732.0,732.0,183.0,1754.8314,359479.0,78209.125,29200.0,16.690823,1,1232.7
97,24200000.0,0.0,304.0,304.0,50.666668,1547.7377,83836270.0,24200000.0,274.0,0.08349607,0,915.3077
98,23500000.0,0.0,708.0,708.0,88.5,1754.8314,85254050.0,23500000.0,251.0,0.07037789,0,878.7857
99,0.0,6.0,2.0,2.0,2.0,0.0,67.0,0.0,1024.0,14925.373,1,5.0
100,601971.8,0.0,26.0,26.0,8.666667,3327.7698,1593615.0,601971.8,8192.0,3.1375206,1,1454.125
101,0.0,6.0,2.0,2.0,2.0,0.0,76.0,0.0,1024.0,13157.895,1,5.0
102,327.39044,2.0,8.0,8.0,4.0,0.0,593.0,327.39044,1024.0,1686.3407,1,4.0
103,5141451.5,0.0,30.0,30.0,6.0,0.0,10283772.0,5141451.5,256.0,0.0,0,7.2
104,0.0,6.0,2.0,2.0,2.0,0.0,7.0,0.0,1024.0,142857.14,1,5.0
105,336193.6,0.0,26.0,26.0,8.666667,4413.202,890447.0,336193.6,8192.0,5.615157,1,1454.125
106,394913.22,0.0,26.0,26.0,8.666667,4413.202,1046257.0,394913.22,8192.0,4.7789407,1,1454.125
107,15876665.0,48.0,336.0,336.0,48.0,0.0,68024820.0,15876665.0,-1.0,0.10290362,0,51.42857
108,229.12988,0.0,382.0,382.0,127.333336,2182.4683,1878.0,229.12988,29200.0,3194.8882,1,1330.7778
109,0.0,116.0,52.0,52.0,52.0,0.0,30613.0,0.0,-1.0,32.66586,0,110.0
110,820935.1,0.0,2683.0,2683.0,141.21053,174.5998,6568755.0,820935.1,29200.0,2.7402453,1,210.94595
111,48518.523,0.0,0.0,0.0,0.0,0.0,132739.0,48518.523,29200.0,7.533581,1,0.0
112,6743407.5,58.0,148.0,148.0,37.0,76.210236,17947744.0,6743407.5,-1.0,0.22286922,0,85.75
113,1722599.5,0.0,620.0,620.0,77.5,1188.4998,6002739.0,1722599.5,8192.0,0.66636246,1,282.16666
114,58707692.0,111.0,120.0,120.0,60.0,7.071068,101824460.0,58707692.0,-1.0,0.019641645,0,103.75
115,77723.79,0.0,744.0,744.0,186.0,2181.0083,357614.0,77723.79,29200.0,16.777866,1,1233.9
116,49708.258,0.0,348.0,348.0,116.0,3003.1711,146484.0,49708.258,29200.0,34.13342,1,1492.875
117,3134.9912,0.0,307.0,307.0,102.333336,2181.0083,9703.0,3134.9912,29200.0,618.3655,1,1322.4445
118,332081.16,0.0,310.0,310.0,77.5,2537.82,998024.0,332081.16,29200.0,6.0118794,1,1190.5
119,329451.62,0.0,331.0,331.0,82.75,2181.0083,1149155.0,329451.62,29200.0,5.2212276,1,1192.6
120,5667936.5,0.0,366.0,366.0,91.5,3175.4238,16033108.0,5667936.5,29200.0,0.3118547,1,1329.0
121,25600000.0,0.0,716.0,716.0,79.55556,2118.2273,99537970.0,25600000.0,274.0,0.07032493,0,769.4375
122,27500000.0,0.0,359.0,359.0,59.833332,2046.6735,99170960.0,27500000.0,0.0,0.08066878,0,854.2857
123,4369002.5,0.0,676.0,676.0,27.04,752.81323,116661624.0,4369002.5,29200.0,0.18857959,1,273.12766
124,38980.137,0.0,436.0,436.0,145.33333,428.00934,147627.0,38980.137,8192.0,27.095314,1,186.85715
125,0.0,0.0,37.0,37.0,18.5,0.0,3.0,0.0,30016.0,0.0,0,34.0
126,0.0,114.0,50.0,50.0,50.0,0.0,30259.0,0.0,-1.0,33.04802,0,107.0
127,0.0,6.0,6.0,6.0,6.0,0.0,71.0,0.0,251.0,14084.507,0,9.0
128,4472034.0,0.0,913.0,913.0,39.695652,592.38837,115674690.0,4472034.0,8192.0,0.1556088,1,177.34146
129,0.0,0.0,37.0,37.0,18.5,0.0,3.0,0.0,1551.0,0.0,0,34.0
130,0.0,0.0,12.0,12.0,6.0,0.0,3.0,0.0,5114.0,0.0,0,9.0
131,4830881.0,0.0,868.0,868.0,48.22222,624.2099,118159410.0,4830881.0,29200.0,0.12694715,1,133.81818
132,170.47307,0.0,3254.0,3254.0,361.55554,767.7453,1196.0,170.47307,8192.0,5852.843,1,401.625
133,2417723.0,0.0,1484.0,1484.0,148.4,620.77185,11064004.0,2417723.0,29200.0,0.72306556,1,285.1111
134,1458880.8,2.0,595.0,595.0,59.5,724.4329,5804607.0,1458880.8,29200.0,1.0336617,1,235.4375
135,16370.244,0.0,1030.0,1030.0,343.33334,549.5,82109.0,16370.244,29200.0,48.715733,1,304.14285
136,0.0,0.0,12.0,12.0,6.0,0.0,240.0,0.0,253.0,0.0,0,9.0
137,0.0,6.0,2.0,2.0,2.0,0.0,56.0,0.0,1024.0,17857.143,1,5.0
138,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
139,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
140,0.0,48.0,48.0,48.0,48.0,0.0,93810.0,0.0,-1.0,10.659844,0,72.0
141,3435324.8,0.0,12.0,12.0,4.0,0.0,5973106.0,3435324.8,29200.0,0.16741708,1,3.0
142,36825.387,0.0,4170.0,4170.0,160.38461,166.19386,525396.0,36825.387,29200.0,41.873177,1,147.04167
143,12563684.0,0.0,54.0,54.0,4.909091,2.0,119981910.0,12563684.0,2052.0,0.075011306,0,3.3
144,0.0,6.0,2.0,2.0,2.0,0.0,47.0,0.0,1024.0,21276.596,1,5.0
145,0.0,6.0,2.0,2.0,2.0,0.0,44.0,0.0,1024.0,22727.273,1,5.0
146,0.0,0.0,12.0,12.0,6.0,0.0,33644.0,0.0,253.0,0.0,0,9.0
147,0.0,6.0,2.0,2.0,2.0,0.0,42.0,0.0,1024.0,23809.523,1,5.0
148,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
149,0.0,6.0,2.0,2.0,2.0,0.0,56.0,0.0,1024.0,17857.143,1,5.0
150,0.0,0.0,12.0,12.0,6.0,0.0,4.0,0.0,913.0,0.0,0,9.0
151,0.0,48.0,48.0,48.0,48.0,0.0,24027.0,0.0,-1.0,41.619843,0,72.0
152,0.0,0.0,12.0,12.0,6.0,0.0,3.0,0.0,256.0,0.0,0,9.0
153,1929900.6,6.0,98.0,98.0,32.666668,18.874586,4857572.0,1929900.6,258.0,0.82345665,0,39.0
154,3321321.0,0.0,994.0,994.0,26.864864,941.86584,37895470.0,3321321.0,65535.0,2.454119,1,1422.8693
155,33.23402,0.0,43.0,43.0,14.333333,0.0,49.0,33.23402,980.0,0.0,0,16.333334
156,0.0,74.0,58.0,58.0,58.0,0.0,94702.0,0.0,-1.0,10.559439,0,95.0
157,22992512.0,99.0,94.0,94.0,47.0,14.142136,39961536.0,22992512.0,-1.0,0.050048128,0,89.75
158,0.0,6.0,2.0,2.0,2.0,0.0,47.0,0.0,1024.0,21276.596,1,5.0
159,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
160,0.0,6.0,2.0,2.0,2.0,0.0,44.0,0.0,1024.0,22727.273,1,5.0
161,0.0,6.0,2.0,2.0,2.0,0.0,42.0,0.0,1024.0,23809.523,1,5.0
162,0.0,6.0,2.0,2.0,2.0,0.0,49.0,0.0,1024.0,20408.164,1,5.0
163,0.0,6.0,2.0,2.0,2.0,0.0,44.0,0.0,1024.0,22727.273,1,5.0
164,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
165,0.0,6.0,2.0,2.0,2.0,0.0,42.0,0.0,1024.0,23809.523,1,5.0
166,2798577.8,0.0,566.0,566.0,70.75,667.02075,10295852.0,2798577.8,8192.0,0.58275896,1,240.0
167,3017020.5,0.0,1851.0,1851.0,61.7,1135.7454,62789720.0,3017020.5,29200.0,0.47778523,1,692.2
168,3327758.8,0.0,1067.0,1067.0,88.916664,519.77136,30618234.0,3327758.8,8192.0,0.4245836,1,226.72
169,0.0,0.0,31.0,31.0,15.5,0.0,1.0,0.0,110.0,0.0,0,31.0
170,172211.55,0.0,17160.0,17160.0,65.0,0.0,3973289.0,172211.55,-1.0,0.0,0,65.257576
171,0.0,0.0,12.0,12.0,6.0,0.0,2407209.0,0.0,256.0,0.0,0,9.0
172,3580552.5,68.0,107.0,107.0,53.5,38.890873,6293469.0,3580552.5,-1.0,0.31778976,0,87.5
173,90024.4,0.0,1329.0,1329.0,132.9,626.27405,909306.0,90024.4,29200.0,10.997398,1,266.7
174,5304849.5,0.0,24.0,24.0,6.0,0.0,9189770.0,5304849.5,256.0,0.0,0,7.5
175,48573.938,0.0,26.0,26.0,8.666667,2529.1245,138621.0,48573.938,8192.0,43.283485,1,1292.5555
176,4825930.0,0.0,325.0,325.0,81.25,1338.8948,16126248.0,4825930.0,29200.0,0.49608564,1,993.3333
177,17500000.0,0.0,56.0,56.0,7.0,3327.7698,72304920.0,17500000.0,256.0,0.06915159,0,897.61536
178,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,274.0,0.0,0,0.0
179,47013.703,0.0,407.0,407.0,135.66667,2181.0083,146582.0,47013.703,29200.0,40.93272,1,1333.5555
180,35745.227,0.0,362.0,362.0,120.666664,1754.8314,113522.0,35745.227,29200.0,52.85319,1,1328.5555
181,4491729.0,0.0,24.0,24.0,6.0,0.0,7781031.0,4491729.0,256.0,0.0,0,7.5
182,5802783.5,0.0,24.0,24.0,6.0,0.0,10050722.0,5802783.5,256.0,0.0,0,7.5
183,20800000.0,0.0,56.0,56.0,7.0,2436.833,73686424.0,20800000.0,256.0,0.067855105,0,897.1539
184,2443451.0,0.0,30.0,30.0,6.0,0.0,4890911.0,2443451.0,256.0,0.0,0,7.2
185,29600000.0,0.0,383.0,383.0,76.6,2279.5627,98306580.0,29600000.0,0.0,0.07120582,0,998.6667
186,329997.56,0.0,398.0,398.0,99.5,1754.8314,1101444.0,329997.56,29200.0,5.4473944,1,1199.3
187,17838.783,0.0,26.0,26.0,8.666667,5795.5005,44877.0,17838.783,8192.0,89.132515,1,1661.8572
188,265360.66,0.0,26.0,26.0,8.666667,2177.345,751843.0,265360.66,8192.0,7.9803896,1,1292.5555
189,76865.24,0.0,746.0,746.0,186.5,3384.303,354400.0,76865.24,29200.0,16.930023,1,1234.1
190,22700000.0,0.0,640.0,640.0,80.0,2181.0083,82313150.0,22700000.0,251.0,0.07289236,0,873.9286
191,39957.707,0.0,374.0,374.0,124.666664,1754.8314,124497.0,39957.707,29200.0,48.19393,1,1329.8889
192,23200000.0,0.0,360.0,360.0,45.0,2537.82,84713980.0,23200000.0,251.0,0.07082656,0,853.9286
193,29900000.0,0.0,412.0,412.0,68.666664,1754.8314,99329660.0,29900000.0,251.0,0.060404915,0,1000.5833
194,25600000.0,0.0,385.0,385.0,77.0,2120.7322,85042450.0,25600000.0,0.0,0.08231184,0,998.8333
195,696.5002,0.0,0.0,0.0,0.0,0.0,989.0,696.5002,251.0,0.0,0,0.0
196,26700000.0,0.0,942.0,942.0,117.75,1760.5973,100655624.0,26700000.0,0.0,0.069544055,0,836.2
197,315639.22,0.0,295.0,295.0,73.75,2120.7322,999821.0,315639.22,29200.0,7.001253,1,1080.909
198,26500000.0,0.0,394.0,394.0,43.77778,2179.547,100517624.0,26500000.0,251.0,0.059691027,0,799.26666
199,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,274.0,0.0,0,0.0
200,45894.773,0.0,355.0,355.0,118.333336,2181.0083,145527.0,45894.773,29200.0,41.22946,1,1327.7778
201,43975.06,0.0,384.0,384.0,128.0,1947.6382,148698.0,43975.06,29200.0,47.07528,1,1197.9
202,28800000.0,0.0,341.0,341.0,56.833332,2120.7322,99921600.0,28800000.0,0.0,0.07005492,0,918.61536
203,29700000.0,0.0,358.0,358.0,59.666668,1754.8314,98695224.0,29700000.0,251.0,0.060793217,0,996.0833
204,49082.367,0.0,361.0,361.0,120.333336,2181.0083,151498.0,49082.367,29200.0,39.604485,1,1328.4445
205,0.0,0.0,12.0,12.0,6.0,0.0,84.0,0.0,256.0,0.0,0,9.0
206,1227188.6,2.0,387.0,387.0,43.0,684.5163,5331491.0,1227188.6,8192.0,1.3129536,1,263.375
207,25600000.0,0.0,352.0,352.0,39.11111,1946.2748,100535830.0,25600000.0,274.0,0.06962691,0,746.6875
208,42034.87,0.0,375.0,375.0,125.0,2118.2273,141461.0,42034.87,29200.0,49.483604,1,1197.0
209,46671.0,0.0,344.0,344.0,114.666664,2179.547,145487.0,46671.0,29200.0,41.2408,1,1326.5555
210,23500000.0,0.0,322.0,322.0,40.25,2537.82,85824560.0,23500000.0,251.0,0.06991006,0,851.2143
211,76087.03,0.0,682.0,682.0,170.5,2118.2273,367705.0,76087.03,29200.0,19.037,1,1116.091
212,0.8348471,0.0,585.0,585.0,45.0,0.0,14.0,0.8348471,-1.0,0.0,0,48.46154
213,14233.193,0.0,349.0,349.0,116.333336,1757.579,53821.0,14233.193,29200.0,130.06076,1,1194.4
214,26700000.0,0.0,368.0,368.0,40.88889,2181.0083,99933860.0,26700000.0,251.0,0.060039714,0,797.5333
215,229.12988,0.0,382.0,382.0,127.333336,2182.4683,1878.0,229.12988,29200.0,3194.8882,1,1330.7778
216,29104.885,0.0,1385.0,1385.0,53.26923,656.3783,701294.0,29104.885,29200.0,31.37058,1,350.25
217,0.0,55.0,55.0,55.0,55.0,0.0,327232.0,0.0,-1.0,3.0559359,0,82.5
218,7395647.0,0.0,3769.0,3769.0,139.59259,636.2235,69728710.0,7395647.0,8192.0,0.5449692,1,355.09232
219,1922899.0,0.0,611.0,611.0,101.833336,74.05403,5906538.0,1922899.0,8192.0,0.67721564,1,77.5
220,0.0,0.0,12.0,12.0,6.0,0.0,66492.0,0.0,64130.0,0.0,0,9.0
221,0.0,113.0,53.0,53.0,53.0,0.0,31006.0,0.0,-1.0,32.251823,0,109.5
222,0.0,188.0,46.0,46.0,46.0,0.0,179267.0,0.0,-1.0,5.5782714,0,140.0
223,0.0,6.0,2.0,2.0,2.0,0.0,48.0,0.0,1024.0,20833.334,1,5.0
224,0.0,6.0,2.0,2.0,2.0,0.0,97.0,0.0,1024.0,10309.278,1,5.0
225,0.0,6.0,2.0,2.0,2.0,0.0,57.0,0.0,1024.0,17543.86,1,5.0
226,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
227,26500000.0,0.0,1107.0,1107.0,158.14285,2046.6735,99956900.0,26500000.0,0.0,0.080034494,0,847.2
228,29600000.0,0.0,397.0,397.0,66.166664,2182.4683,98299520.0,29600000.0,251.0,0.06103794,0,999.3333
229,0.0,6.0,2.0,2.0,2.0,0.0,78.0,0.0,1024.0,12820.513,1,5.0
230,23500000.0,0.0,325.0,325.0,36.11111,3633.797,85892470.0,23500000.0,274.0,0.058212318,0,851.4286
231,48442.746,0.0,414.0,414.0,138.0,2695.6392,149687.0,48442.746,29200.0,40.08364,1,1334.3334
232,0.0,6.0,2.0,2.0,2.0,0.0,43.0,0.0,1024.0,23255.814,1,5.0
233,0.0,6.0,2.0,2.0,2.0,0.0,47.0,0.0,1024.0,21276.596,1,5.0
234,28900000.0,0.0,700.0,700.0,100.0,1754.8314,100498670.0,28900000.0,251.0,0.05970228,0,945.7692
235,0.0,6.0,2.0,2.0,2.0,0.0,54.0,0.0,1024.0,18518.518,1,5.0
236,0.0,6.0,2.0,2.0,2.0,0.0,62.0,0.0,1024.0,16129.032,1,5.0
237,0.0,6.0,2.0,2.0,2.0,0.0,42.0,0.0,1024.0,23809.523,1,5.0
238,311043.7,0.0,26.0,26.0,8.666667,1757.7899,890936.0,311043.7,8192.0,6.7344904,1,1291.8889
239,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,274.0,0.0,0,0.0
240,6238.3813,0.0,26.0,26.0,8.666667,3022.508,19373.0,6238.3813,8192.0,258.09116,1,1453.375
241,0.0,6.0,2.0,2.0,2.0,0.0,72.0,0.0,1024.0,13888.889,1,5.0
242,1586555.5,0.0,378.0,378.0,42.0,812.09283,5866050.0,1586555.5,8192.0,0.85236233,1,383.64285
243,2331080.8,0.0,1245.0,1245.0,113.181816,732.0409,15368255.0,2331080.8,8192.0,0.7808304,1,438.9565
244,39747730.0,48.0,96.0,96.0,48.0,0.0,69077420.0,39747730.0,-1.0,0.028953018,0,60.0
245,37485370.0,48.0,96.0,96.0,48.0,0.0,65036988.0,37485370.0,-1.0,0.030751731,0,60.0
246,39818410.0,48.0,96.0,96.0,48.0,0.0,69016530.0,39818410.0,-1.0,0.028978566,0,60.0
247,72420.87,0.0,4106.0,4106.0,273.73334,89.21476,422448.0,72420.87,8192.0,28.405863,1,190.74074
248,980190.44,0.0,393.0,393.0,20.68421,835.6185,7461231.0,980190.44,8192.0,3.4846797,1,834.42224
